ResponseID,StartDate,EndDate,Finished,totalduration,laybeliefs1,laybeliefs2,rtlaybeliefs1,laybeliefs3,laybeliefs4,rtlaybeliefs2,laybeliefs5,laybeliefs6,rtlaybeliefs3,laybeliefs7,laybeliefs8,rtlaybeliefs4,personalitylay1,personalitylay2,personalitylay3,policy1,rtpolicy1,policy2,rtpolicy2,policy3,rtpolicy3,policy4,rtpolicy4,openended,reader,reader1,reader2,english,gender,genderspecify,age,politicalavg,political1,political2,political3,white,black,latin,native,eastasia,southeast,southasia,middleeast,otherrace,racespecify,workstatus,edu,class,country,countryspecify,citizen,citizenspecify,born,bornspecify,HITsubmitted,HITsubmittedyes,demomerge,persavg,incavg,inccen,layavg,laycen,laycenXinccen,dvavg,gibberish,supportavg,entavg,entcen,entcenXlaycen,eplus1sd,eminus1sd,eplus1sdXlaycen,eminus1sdXlaycen,lay_beliefs,mindset_about_personality,layavgXentavg
R_3dS8m3oAurIBdik,1/12/2021 19:17:20,1/12/2021 19:22:59,1,339,2,2,18.941,3,2,16.086,2,2,25.614,2,1,23.767,3,3,3,1,44.478,1,12.415,1,52.377,1,5.58,"I was asked about my attitude towards the use of facial recognition software in various settings (workplace, law enforcement, etc.).",1,none,none,1,2, ,33,1,1,1,1,1, , , , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2,-0.76838237,-0.215950593,1,0,1,3,-0.281045735,0.215950593,1.056177735,-1.618269205,-0.811548352,1.243449569,2,3,6
R_3PHNIqADyszFNVV,1/12/2021 20:13:22,1/12/2021 20:22:25,1,542,4,4,38.39,2,4,7.052,1,4,12.76,3,3,9.499,3,4,3,1,20.173,1,7.312,1,17.044,1,18.67,"Different schools, companies and the army want to use facial recognition.",1,none,none,1,1, ,46,7,7,7,7,1, , , , , , , , , ,8,4,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3.125,0.356617659,-0.01864665,1,0,1,3.333333254,0.052287508,0.018646648,1.389510989,-1.284935951,0.495524168,-0.458230853,3.125,3.333333254,10.41666603
R_1riQsCcJIjbt7nx,1/12/2021 20:58:22,1/12/2021 21:03:23,1,300,1,1,14.726,1,1,17.091,1,1,14.574,1,1,10.798,4,4,4,1,48.956,2,15.366,1,17.468,1,20.217,Using facial recognition software to predict outcomes,1,none,none,1,2, ,37,4,4,4,4, ,1, , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,1,-1.768382311,1.271386027,1.25,0,1.25,4,0.718954265,-1.271386027,2.056177616,-0.618269205,-3.63610816,1.093336344,1,4,4
R_1f8YP6ZZhaM8dAM,1/12/2021 17:44:10,1/12/2021 18:07:12,1,1381,5,5,151.296,5,5,146.837,3,5,13.689,5,5,38.102,3,3,3,1,139.077,1,17.7,1,294.637,1,44.381,The main points in the survey were to address whether or not I supported facial recognition for various uses.,1,none,none,1,2, ,39,5.333333492,6,6,4, ,1, , , , , , , , ,5,3,1,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,4.75,1.981617689,0.556925178,1,0,1,3,-0.281045735,-0.556925178,1.056177735,-1.618269205,2.092940569,-3.206790924,4.75,3,14.25
R_3QF3r6RSILgjKlD,1/12/2021 19:34:12,1/12/2021 19:38:16,1,243,1,1,9.23,1,1,6.188,1,1,7.613,1,1,7.641,3,3,3,1,25.091,1,11.801,1,21.222,1,12.025,Facial profiling has been developed to recognize certain aspects of a person's character.,1,none,none,1,1, ,62,1,1,1,1,1, , , , , , , , , ,7,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,1,-1.768382311,-0.496996313,1,0,1,3,-0.281045735,0.496996313,1.056177735,-1.618269205,-1.867725968,2.861718655,1,3,3
R_1gHezgtHdaHbQSR,1/12/2021 17:17:22,1/12/2021 17:27:28,1,606,1,1,7.381,1,1,3.694,1,1,4.386,1,1,3.978,1,1,1,1,165.947,1,6.148,1,7.291,1,4.833,It was about facial recognition technologies and the uses it could have.,1,none,none,1,2, , ,4,4,4,4,1, , , , , , , , , ,6,4,3,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
R_2QKS5BNpaoLHF2E,1/12/2021 17:46:39,1/12/2021 17:52:26,1,346,3,3,20.138,3,3,6.665,3,3,11.132,3,3,9.184,4,4,4,1,47.511,1,18.114,1,26.895,1,16.821,apparently they now have a facial recognition software that they think can determine a persons personality  and their likelihood to possess certain traits or not,1,none,none,1,1, ,67,4,4,4,4,1, , , , , , , , , ,8,3,2,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3,0.231617644,-0.166522488,1,0,1,4,0.718954265,0.166522488,2.056177616,-0.618269205,0.476247013,-0.143202052,3,4,12
R_2zwolDs6vnVP69S,1/12/2021 18:42:37,1/12/2021 18:48:27,1,350,4,3,11.753,4,3,9.98,1,4,17.192,2,1,7.861,2,2,2,1,104.125,1,12.449,1,9.879,1,5.1,"Different institutions wanted to deploy facial recognition  tools that would predict how individuals would fit in to their programs and missions absent those individuals' behaviors, just based on the appearance.",1,none,none,1,2, ,60,3.333333254,4,4,2,1, , , , , , , , , ,4,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,2.75,-0.018382354,-0.023548637,1,0,1,2,-1.281045794,0.023548637,0.056177665,-2.618269205,-0.001032678,0.04812995,2.75,2,5.5
R_3hoNKhmn8POo2GZ,1/12/2021 19:51:12,1/12/2021 19:54:38,1,205,2,2,14.478,2,2,6.95,3,3,21.456,2,2,9.756,3,3,3,1,22.469,1,14.712,1,16.466,1,10.444,Facial profiling is developed to be an indicator of crime or creditworthiness.,1,none,none,1,2, ,38,3,3,3,3,1, , , , , , , , , ,3,5,4,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.25,-0.51838237,-0.14568916,1,0,1,3,-0.281045735,0.14568916,1.056177735,-1.618269205,-0.547503889,0.838882208,2.25,3,6.75
R_1rHC4XSXa3sbzkp,1/12/2021 21:26:55,1/12/2021 21:31:18,1,263,3,3,11.091,3,3,5.482,3,3,7.47,3,3,5.778,4,4,3,1,45.957,1,11.506,1,53.8,1,9.569,Whether or not information about a person can be inferred from their appearance.,1,none,none,1,1, ,32,2,2,2,2,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,3,0.231617644,-0.089316629,1,0,1,3.666666746,0.385621011,0.089316629,1.722844481,-0.951602459,0.399041176,-0.220407918,3,3.666666746,11
R_2xQUWokHbUe0CGS,1/12/2021 20:28:45,1/12/2021 20:33:42,1,296,4,2,17.566,4,2,16.737,2,4,13.647,4,2,6.871,3,4,4,1,54.787,1,18.211,2,42.038,1,16.295,Facial profiling and how it can be used in different scenarios.,1,none,none,1,1, ,56,4,4,4,4,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,3,0.231617644,-0.089316629,1.25,0,1.25,3.666666746,0.385621011,0.089316629,1.722844481,-0.951602459,0.399041176,-0.220407918,3,3.666666746,11
R_2zCmRK3WunewlmI,1/12/2021 21:37:21,1/12/2021 21:42:31,1,310,3,1,14.842,2,2,9.733,1,2,12.81,1,2,9.216,3,4,3,1,52.315,1,14.645,1,29.459,1,10.546,There is new facial recognition software that some entities want to use to supposedly predetermine characteristics of people.,1,none,none,1,1, ,32,1.333333373,1,1,2,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,1.75,-1.018382311,0.053248677,1,0,1,3.333333254,0.052287508,-0.053248674,1.389510989,-1.284935951,-1.415053368,1.30855608,1.75,3.333333254,5.833333015
R_3hg8frbbddLa8nA,1/12/2021 20:39:20,1/12/2021 20:45:32,1,371,3,3,94.89,3,3,6.026,4,3,12.065,3,3,20.123,4,4,4,1,17.438,1,9.433,1,85.948,1,6.113,You can't tell how a person is just by their appearance.,1,none,none,1,1, ,35,3,3,3,3,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3.125,0.356617659,-0.256391793,1,0,1,4,0.718954265,0.256391793,2.056177616,-0.618269205,0.733269274,-0.220485717,3.125,4,12.5
R_2vjhPbRYuyLYZH9,1/12/2021 18:06:02,1/12/2021 18:11:01,1,299,2,2,15.177,1,1,11.273,3,2,12.082,2,3,13.056,5,5,4,1,37.443,1,16.316,1,28.706,1,8.594,The main point of the statements that I just read are about AI and apps being used to group people by facial recognition.,1,none,none,1,2, ,31,5,5,5,5,1, , , , , , , , , ,5,2,1,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,2,-0.76838237,1.064686537,1,0,1,4.666666508,1.385620713,-1.064686537,2.722844124,0.048397254,-2.092185497,-0.037187599,2,4.666666508,9.333333015
R_3nP33kvfqlP7RKt,1/12/2021 19:36:20,1/12/2021 19:41:27,1,307,3,2,10.935,2,3,14.181,3,3,5.558,3,2,4.706,2,3,3,1,32.201,1,7.554,1,14.589,1,7.16,"I was asked about a series of institutions (banks, schools, the NYPD, etc) who were allegedly considering adopting facial-recognition technology to better carry out their various tasks (banking, education, criminal profiling), as the technology would (again allegedly) allow them to infer various important things about people solely on the basis of their facial appearance.  The point offered by the various suggested uses of the technology was that you can, apparently, infer much about a person based on how their face looks, a notion I disagreed with heartily in the preceding questions.",1,none,none,1,1, ,29,4,4,4,4,1, , , ,1, , , , , ,3,7,4,1, ,1, ,1, ,1,matched (3),matched (3),2.666666746,4.333333015,0.61437875,2.625,-0.143382356,-0.088091075,1,0,1,2.666666746,-0.614378989,0.088091105,0.722844481,-1.951602459,-0.103643142,0.27982536,2.625,2.666666746,7
R_2thi917XuKyTaL9,1/12/2021 20:11:02,1/12/2021 20:19:33,1,511,4,4,11.755,4,4,8.866,4,4,7.619,4,4,5.898,3,3,3,1,17.763,1,6.778,1,14.846,1,9.559,"The questions are regarding racial profiling and if there is any validity.  The questions posed in the beginning which I answered affirmative to related to expressions in my mind, i.e., when a person frowns alot, it creates frown lines, and shapes the facial muscles as such... on the flip side of that, a happy person will exhibit similar related facial characteristics.  As to other computerized facial readings, I don't believe a computer can profile people on race.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,master only (1),3,4,0.281045735,4,1.231617689,0.346140891,1,0,1,3,-0.281045735,-0.346140891,1.056177735,-1.618269205,1.300807238,-1.993088961,4,3,12
R_3R4wN0XiTag9xmz,1/12/2021 21:00:33,1/12/2021 21:12:29,1,716,3,2,6.546,1,1,144.048,1,1,6.563,1,1,40.828,6,6,6,3,186.687,1,27.988,1,21.33,1,5.663,"Companies using facial recognition software to determine how well people will do the job, be criminals, be good students, or be brave in the Army.",1,none,none,1,1, ,40,3.666666746,4,4,3,1, , , , , , , , , ,4,4,2,1, ,1, ,1, ,1,matched (3),matched (3),6,1,-2.718954325,1.375,-1.393382311,3.788542747,1.5,0,1.5,6,2.718954325,-3.788542747,4.056177616,1.381730914,-5.651806355,-1.925279379,1.375,6,8.25
R_3q9XtGaeKzrFfuz,1/12/2021 20:35:38,1/12/2021 20:38:33,1,175,3,2,6.441,2,2,9,1,2,7.146,2,2,4.954,3,3,2,1,27.528,1,11.457,1,27.421,1,5.397,The use of facial recognition software in various usage scenarios.,1,none,none,1,2, ,41,4,4,4,4,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2.666666746,4.333333015,0.61437875,2,-0.76838237,-0.472077787,1,0,1,2.666666746,-0.614378989,0.472077996,0.722844481,-1.951602459,-0.555420935,1.499576926,2,2.666666746,5.333333492
R_3MrLrDAbDGB31me,1/12/2021 17:26:28,1/12/2021 17:31:54,1,326,2,2,14.278,2,2,5.434,3,3,21.591,2,2,9.4,5,5,5,1,97.25,2,25.311,1,18.108,1,13.623,"I was asked how much I supported the use of facial identification software for business, military, school, and police use.",1,none,none,1,1, ,58,1.666666627,2,2,1,1, , , , , , , , , ,7,5,3,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,2.25,-0.51838237,0.891075552,1.25,0,1.25,5,1.718954206,-0.891075552,3.056177616,0.381730735,-1.58426857,-0.197882488,2.25,5,11.25
R_1MXoJYuStanJNXl,1/12/2021 20:45:55,1/12/2021 20:53:45,1,470,3,1,19.701,3,2,10.395,1,3,16.633,3,2,15.818,4,5,4,1,44.373,1,21.181,1,37.65,1,34.256,Facial software recognition would decide how to look at what kind of person someone may be.,1,none,none,1,1, ,72,7,7,7,7,1, , , , , , , , , ,7,3,1,1, ,1, ,1, ,1,matched (3),matched (3),4.333333492,2.666666508,-1.052287698,2.25,-0.51838237,0.545487404,1,0,1,4.333333492,1.052287698,-0.545487404,2.389511108,-0.284935772,-1.238680482,0.147705674,2.25,4.333333492,9.75
R_2EFyg2cFKevbWWR,1/12/2021 19:22:13,1/12/2021 19:26:45,1,271,3,3,11.261,3,3,6.755,3,3,10.093,3,3,9.915,2,2,2,1,56.97,1,16.796,1,29.71,1,10.329,I was asked whether I support different organizations using facial recognition software for their own benefit.,1,none,none,1,1, ,33,7,7,7,7,1, , , , , , , , , ,5,5,1,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3,0.231617644,0.296712816,1,0,1,2,-1.281045794,-0.296712816,0.056177665,-2.618269205,0.013011739,-0.606437325,3,2,6
R_2EyJafBqpbYRG5z,1/12/2021 20:42:20,1/12/2021 20:48:00,1,339,4,4,10.631,4,4,6.943,4,4,10.702,4,3,15.348,3,3,3,2,32.809,1,17.825,1,19.96,1,14.976,That people will use pictures of people to determine if people are going to do something or not.,1,none,none,1,1, ,28,3.666666746,4,4,3,1, , , , , , , , , ,7,4,1,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,3.875,1.106617689,0.311010182,1.25,0,1.25,3,-0.281045735,-0.311010182,1.056177735,-1.618269205,1.168784976,-1.79080534,3.875,3,11.625
R_DejgGbKPs3XeOCl,1/12/2021 21:29:37,1/12/2021 21:33:08,1,210,2,1,8.442,1,2,10.619,2,2,7.998,1,2,6.137,4,4,4,1,26.711,2,14.192,1,22.316,1,8.533,"Various industries and areas of life are considering using facial profiling to make decisions.  Apparently, simply by looking at someone's face, they believe you can determine things like their likelihood of committing a crime, their intelligence, and their ability to repay a loan.",1,none,none,1,1, ,24,2.333333254,2,2,3,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,1.625,-1.143382311,0.822039604,1.25,0,1.25,4,0.718954265,-0.822039604,2.056177616,-0.618269205,-2.35099721,0.706918061,1.625,4,6.5
R_12ceqb2IEVtjYWn,1/12/2021 20:43:16,1/12/2021 20:48:07,1,291,2,2,8.012,2,2,5.164,1,2,6.703,2,2,5.534,5,5,5,1,10.737,1,6.211,1,11.967,1,7.755,"Questions about inferring characteristics of people from their face, and using facial recognition to infer characteristics for different applicaitons.",1,none,none,1,1, ,59,5.333333492,6,6,4,1, , , , , , , , , ,5,5,2,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.875,-0.89338237,1.535683393,1,0,1,5,1.718954206,-1.535683393,3.056177616,0.381730735,-2.730335236,-0.341031522,1.875,5,9.375
R_2zpscfcwrUJi07C,1/12/2021 20:54:25,1/12/2021 20:56:26,1,120,5,5,5.115,5,5,4.728,5,5,4.31,5,5,4.354,5,5,5,6,5.832,6,5.644,6,5.487,6,5.434,They were statements about consumerism.,1,none,none,1,2, , ,1,1,1,1,1, , , , , , , , , ,5,6,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,5,2.231617689,-3.836048603,6,1,6,5,1.718954206,3.836048603,3.056177616,0.381730735,6.820219994,0.851877034,5,5,25
R_7XawvnyIdR1MNmF,1/12/2021 21:27:39,1/12/2021 21:33:07,1,327,3,3,24.241,3,3,7.152,3,4,18.482,3,3,10.235,5,5,5,1,25.12,1,8.688,1,5.992,1,6.288,"Face and physical appearance cannot show what type of person he/she is. Please see the doctor who invented Covid-19 vaccine or Ms. Merkel, Prime Minister of Germany, how humble they are. But they are the greatest people of today.",1,none,none,1,2, ,52,3.666666746,3,3,5,1, , , , , , , , , ,3,7,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,3.125,0.356617659,-0.613009453,1,0,1,5,1.718954206,0.613009453,3.056177616,0.381730735,1.089886904,0.136131927,3.125,5,15.625
R_1LXQDeeuUTAHXbx,1/12/2021 20:58:20,1/12/2021 21:00:43,1,143,5,4,6.976,4,4,4.992,5,4,7.635,4,3,8.669,3,3,3,4,15.528,2,9.832,1,7.67,1,5.445,Based on a picture it would get decided if someone could be a criminal. have courage etc...,1,none,none,1,1, ,55,3.666666746,4,4,3,1, , , , , , , , , ,4,3,3,1, ,0,Canada,0,Canada,1,matched (3),matched (3),3,4,0.281045735,4.125,1.356617689,0.381271601,2,0,2,3,-0.281045735,-0.381271601,1.056177735,-1.618269205,1.43282938,-2.195372581,4.125,3,12.375
R_1Iy1Nb92koYjIPh,1/12/2021 20:59:50,1/12/2021 21:06:25,1,395,1,1,16.882,1,1,8.934,1,1,12.984,1,1,10.546,1,1,1,1,31.747,1,19.367,1,23.139,1,15.285,"There is new face recognition that can tell if a person will commit a crime do well in school, and a couple of others. I think this is crazy. You cannot tell anything about someone from their looks",1,none,none,1,1, ,58,2,2,2,2,1, , , , , , , , , ,5,2,2,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
